764114,358818,2570.798
764114,358822,2570.858
764118,358818,2570.905
764118,358822,2570.965
764122,358778,2570.413
764122,358822,2571.073
764126,358822,2571.18
764130,358822,2571.287
764134,358778,2570.735
764134,358822,2571.395
764138,358774,2570.782
764138,358778,2570.842
764138,358822,2571.502
764142,358778,2570.95
764142,358822,2571.609
764146,358774,2570.997
764146,358778,2571.057
764146,358822,2571.717
764150,358778,2571.164
764150,358818,2571.764
764150,358822,2571.824
764154,358814,2571.811
764154,358818,2571.871
764154,358822,2571.931
764158,358810,2571.859
764158,358814,2571.919
764158,358818,2571.979
764158,358822,2572.039
764162,358806,2571.906
764162,358810,2571.966
764162,358814,2572.026
764162,358818,2572.086
764162,358822,2572.146
764166,358794,2571.833
764166,358798,2571.893
764166,358802,2571.953
764166,358806,2572.013
764166,358810,2572.073
764166,358814,2572.133
764162,358778,2571.4
764162,358782,2571.407
764162,358786,2571.414
764162,358790,2571.422
764162,358794,2571.429
764162,358798,2571.436
764162,358802,2571.444
764150,358802,2571.308
764150,358806,2571.315
764150,358810,2571.322
764150,358814,2571.33
764154,358798,2571.346
764154,358802,2571.353
764154,358806,2571.36
764154,358810,2571.368
764158,358774,2571.347
764158,358794,2571.384
764158,358798,2571.391
764158,358802,2571.398
764158,358806,2571.406
764146,358806,2571.27
764146,358810,2571.277
764146,358814,2571.284
764146,358818,2571.292
764142,358806,2571.224
764142,358810,2571.232
764142,358814,2571.239
764142,358818,2571.246
764138,358810,2571.186
764138,358814,2571.194
764138,358818,2571.201
764134,358810,2571.141
764134,358814,2571.148
764134,358818,2571.156
764122,358810,2571.005
764122,358814,2571.012
764122,358818,2571.02
764126,358810,2571.05
764126,358814,2571.058
764126,358818,2571.065
764130,358810,2571.096
764130,358814,2571.103
764130,358818,2571.11
764118,358810,2570.96
764118,358814,2570.967
764114,358810,2570.915
764106,358778,2570.765
764122,358750,2571.348
764126,358746,2571.415
764130,358798,2570.943
764130,358802,2570.904
764130,358806,2570.865
764126,358802,2570.875
764126,358806,2570.837
764134,358798,2570.971
764134,358802,2570.933
764134,358806,2570.894
764138,358798,2571
764138,358802,2570.961
764138,358806,2570.923
764142,358794,2571.067
764142,358798,2571.029
764142,358802,2570.99
764146,358782,2571.212
764150,358782,2571.24
764150,358790,2571.163
764150,358794,2571.125
764150,358798,2571.086
764146,358794,2571.096
764146,358798,2571.057
764146,358802,2571.019
764158,358778,2571.337
764158,358782,2571.298
764158,358786,2571.259
764158,358790,2571.221
764154,358778,2571.308
764154,358782,2571.269
764154,358786,2571.231
764154,358790,2571.192
764154,358794,2571.154
764126,358790,2571.348
764130,358794,2571.387
764122,358794,2571.351
764122,358738,2571.058
764114,358746,2571.063
764106,358782,2571.215
764106,358742,2571.006
764110,358742,2571.024
764102,358778,2571.176
764102,358782,2571.197
764102,358774,2571.628
764106,358770,2571.535
764106,358774,2571.648
764114,358778,2571.803
764122,358774,2571.73
764118,358774,2571.71
764130,358770,2571.657
764126,358770,2571.637
764126,358774,2571.75
764138,358770,2571.698
764142,358774,2571.832
764146,358734,2570.579
764126,358766,2571.471
764118,358770,2571.595
764122,358754,2571.163
764122,358758,2571.268
764122,358762,2571.374
764122,358766,2571.48
764122,358770,2571.586
764114,358750,2571.075
764114,358754,2571.181
764114,358762,2571.392
764114,358766,2571.498
764114,358770,2571.604
764118,358754,2571.172
764118,358762,2571.383
764106,358746,2570.987
764106,358750,2571.093
764106,358754,2571.199
764106,358758,2571.305
764106,358762,2571.41
764110,358746,2570.978
764110,358750,2571.084
764110,358754,2571.19
764110,358758,2571.295
764110,358762,2571.401
764110,358766,2571.507
764102,358742,2570.89
764102,358746,2570.996
764102,358750,2571.102
764102,358754,2571.208
764102,358758,2571.314
764094,358746,2571.014
764094,358754,2571.226
764098,358746,2571.005
764098,358750,2571.111
764098,358754,2571.217
764094,358734,2570.067
764094,358738,2569.935
764098,358738,2570.053
764118,358734,2570.773
764122,358734,2570.891
764126,358734,2571.008
764146,358754,2570.939
764146,358770,2570.919
764146,358738,2571.614
764142,358770,2570.762
764130,358734,2571.071
764138,358734,2571.386
764134,358734,2571.228
764106,358734,2570.126
764102,358734,2569.969
764134,358782,2570.677
764138,358782,2570.87
764130,358782,2570.485
764142,358782,2571.062
764142,358734,2571.408
764154,358734,2571.985
764154,358738,2571.956
764150,358734,2571.792
764150,358738,2571.763
764158,358734,2572.177
764158,358738,2572.148
764158,358742,2572.119
764162,358734,2572.369
764162,358738,2572.34
764162,358742,2572.312
764166,358738,2572.533
764166,358742,2572.504
764166,358746,2572.475
764166,358778,2572.438
764166,358782,2572.541
764166,358786,2572.644
764166,358790,2572.747
764146,358786,2572.001
764146,358790,2572.104
764150,358786,2572.13
764142,358786,2571.873
764142,358790,2571.976
764170,358774,2572.463
764170,358778,2572.566
764170,358782,2572.669
764170,358786,2572.772
764174,358770,2572.489
764174,358774,2572.592
764174,358778,2572.695
764174,358782,2572.798
764178,358762,2572.411
764178,358766,2572.514
764178,358770,2572.617
764130,358786,2571.487
764130,358790,2571.59
764126,358786,2571.359
764138,358786,2571.744
764138,358790,2571.847
764138,358794,2571.95
764134,358786,2571.616
764134,358790,2571.719
764134,358794,2571.822
764118,358766,2570.587
764118,358758,2570.702
764114,358758,2570.603
764126,358738,2570.107
764122,358742,2570.167
764134,358738,2570.305
764130,358738,2570.206
764126,358762,2571.057
764142,358738,2570.502
764146,358742,2570.759
764154,358742,2570.956
764154,358746,2571.114
764150,358742,2570.857
764150,358746,2571.016
764166,358750,2571.569
764166,358754,2571.727
764162,358746,2571.312
764162,358750,2571.47
764158,358746,2571.213
764166,358734,2574.189
764122,358746,2570.565
764118,358742,2570.631
764118,358750,2570.803
764166,358758,2572.214
764166,358762,2572.3
764166,358766,2572.386
764166,358770,2572.471
764166,358774,2572.557
764162,358762,2572.196
764162,358766,2572.282
764162,358770,2572.368
764162,358774,2572.454
764154,358770,2572.161
764154,358774,2572.247
764158,358766,2572.179
764158,358770,2572.265
764150,358774,2572.144
764170,358734,2571.803
764170,358738,2571.889
764170,358742,2571.974
764170,358746,2572.06
764170,358750,2572.146
764170,358754,2572.232
764170,358758,2572.317
764170,358762,2572.403
764170,358766,2572.489
764170,358770,2572.575
764174,358742,2572.078
764174,358746,2572.163
764174,358750,2572.249
764174,358754,2572.335
764174,358758,2572.421
764174,358762,2572.506
764174,358766,2572.592
764154,358750,2571.846
764154,358754,2571.912
764154,358758,2571.977
764154,358762,2572.043
764154,358766,2572.109
764150,358758,2571.876
764150,358762,2571.942
764150,358766,2572.008
764150,358770,2572.073
764146,358762,2571.841
764146,358766,2571.907
764142,358766,2571.806
764158,358750,2571.947
764158,358754,2572.013
764158,358758,2572.078
764158,358762,2572.144
764162,358754,2572.113
764162,358758,2572.179
764118,358746,2570.872
764118,358738,2570.741
764114,358738,2570.64
764114,358742,2570.706
764150,358754,2571.479
764126,358742,2571.071
764086,358742,2571.072
764086,358734,2571.05
764090,358750,2570.926
764090,358742,2570.961
764098,358734,2571.119
764110,358778,2570.927
764110,358782,2570.856
764114,358782,2571.081
764098,358802,2569.48
764094,358782,2569.874
764094,358798,2569.456
764094,358802,2569.351
764090,358790,2569.536
764090,358794,2569.431
764090,358798,2569.326
764090,358802,2569.222
764086,358774,2569.826
764086,358778,2569.721
764086,358794,2569.302
764086,358798,2569.516
764086,358802,2569.46
764086,358782,2569.739
764086,358786,2569.683
764086,358790,2569.628
764090,358782,2569.851
764090,358786,2569.795
764090,358822,2570.033
764094,358822,2569.978
764086,358818,2570.091
764086,358822,2570.087
764098,358782,2569.956
764098,358822,2569.923
764102,358822,2569.868
764110,358818,2569.762
764110,358822,2569.759
764106,358822,2569.813
764106,358806,2569.935
764106,358810,2569.827
764106,358814,2569.718
764106,358818,2569.61
764110,358806,2569.978
764110,358810,2569.87
764110,358814,2569.761
764102,358806,2569.892
764102,358810,2569.784
764102,358814,2569.676
764102,358818,2569.567
764098,358806,2569.85
764098,358810,2569.741
764098,358814,2569.633
764098,358818,2569.524
764090,358806,2569.764
