5220.5,-3944.5,548.008
5220.5,-3943.5,548.029
5220.5,-3942.5,548.039
5221.5,-3944.5,548.064
5222.5,-3944.5,548.051
5236.5,-3939.5,548.179
5237.5,-3939.5,548.195
5237.5,-3942.5,548.271
5237.5,-3941.5,548.269
5237.5,-3940.5,548.268
5238.5,-3942.5,548.275
5238.5,-3941.5,548.286
5238.5,-3940.5,548.297
5238.5,-3939.5,548.308
5239.5,-3942.5,548.335
5239.5,-3941.5,548.347
5239.5,-3940.5,548.357
5239.5,-3939.5,548.362
5240.5,-3941.5,548.364
5240.5,-3940.5,548.349
5240.5,-3939.5,548.334
5241.5,-3941.5,548.283
5241.5,-3940.5,548.268
5241.5,-3939.5,548.252
5241.5,-3938.5,548.237
5241.5,-3937.5,548.222
5242.5,-3941.5,548.201
5242.5,-3940.5,548.186
5242.5,-3939.5,548.171
5242.5,-3938.5,548.155
5242.5,-3937.5,548.14
5242.5,-3936.5,548.125
5242.5,-3935.5,548.11
5243.5,-3941.5,548.119
5243.5,-3940.5,548.104
5243.5,-3939.5,548.089
5243.5,-3938.5,548.074
5243.5,-3937.5,548.058
5243.5,-3936.5,548.043
5243.5,-3935.5,548.028
5243.5,-3934.5,548.013
5244.5,-3941.5,548.037
5244.5,-3940.5,548.022
5236.5,-3942.5,548.272
5236.5,-3941.5,548.258
5236.5,-3940.5,548.249
5234.5,-3943.5,548.403
5234.5,-3942.5,548.349
5234.5,-3941.5,548.296
5234.5,-3940.5,548.243
5235.5,-3942.5,548.349
5235.5,-3941.5,548.294
5235.5,-3940.5,548.249
5226.5,-3944.5,547.928
5226.5,-3943.5,547.884
5226.5,-3942.5,547.84
5227.5,-3944.5,547.901
5227.5,-3943.5,547.866
5227.5,-3942.5,547.833
5228.5,-3943.5,547.863
5228.5,-3942.5,547.84
5228.5,-3941.5,547.818
5229.5,-3943.5,547.882
5229.5,-3942.5,547.87
5229.5,-3941.5,547.858
5230.5,-3943.5,547.928
5230.5,-3942.5,547.939
5230.5,-3941.5,547.949
5231.5,-3943.5,548.121
5231.5,-3942.5,548.083
5231.5,-3941.5,548.044
5232.5,-3943.5,548.211
5232.5,-3942.5,548.169
5232.5,-3941.5,548.132
5233.5,-3943.5,548.319
5233.5,-3942.5,548.277
5233.5,-3941.5,548.23
5233.5,-3940.5,548.182
5223.5,-3938.5,547.803
5223.5,-3944.5,548.019
5224.5,-3938.5,547.732
5224.5,-3944.5,547.948
5224.5,-3943.5,547.939
5225.5,-3944.5,547.915
5225.5,-3943.5,547.883
5223.5,-3943.5,548.063
5222.5,-3943.5,548.069
5221.5,-3943.5,548.069
5221.5,-3942.5,548.066
5222.5,-3938.5,547.863
5225.5,-3942.5,547.939
5230.5,-3940.5,548.116
5230.5,-3939.5,548.06
5229.5,-3940.5,548.009
5229.5,-3939.5,547.979
5229.5,-3938.5,547.915
5228.5,-3940.5,547.922
5227.5,-3941.5,547.913
5244.5,-3931.5,548.147
5245.5,-3935.5,548.323
5245.5,-3934.5,548.264
5245.5,-3933.5,548.204
5245.5,-3937.5,548.309
5244.5,-3937.5,548.365
5244.5,-3936.5,548.335
5244.5,-3935.5,548.305
5244.5,-3934.5,548.274
5244.5,-3933.5,548.244
5244.5,-3932.5,548.214
5243.5,-3933.5,548.3
5243.5,-3932.5,548.27
5242.5,-3934.5,548.386
5242.5,-3933.5,548.356
5242.5,-3932.5,548.326
5231.5,-3939.5,547.843
5231.5,-3938.5,547.878
5231.5,-3937.5,547.897
5233.5,-3939.5,548.101
5233.5,-3938.5,548.113
5233.5,-3937.5,548.124
5233.5,-3936.5,548.128
5233.5,-3935.5,548.118
5232.5,-3940.5,547.974
5232.5,-3939.5,547.992
5232.5,-3938.5,547.998
5232.5,-3937.5,548.004
5232.5,-3936.5,548.012
5232.5,-3935.5,548.018
5235.5,-3939.5,548.392
5235.5,-3938.5,548.373
5235.5,-3937.5,548.34
5235.5,-3936.5,548.294
5235.5,-3935.5,548.24
5234.5,-3939.5,548.254
5234.5,-3938.5,548.256
5234.5,-3937.5,548.232
5234.5,-3936.5,548.207
5234.5,-3935.5,548.18
5236.5,-3938.5,548.462
5236.5,-3937.5,548.401
5236.5,-3936.5,548.345
5236.5,-3935.5,548.296
5241.5,-3936.5,548.503
5241.5,-3935.5,548.473
5241.5,-3934.5,548.442
5241.5,-3933.5,548.412
5240.5,-3938.5,548.495
5240.5,-3937.5,548.491
5240.5,-3936.5,548.487
5240.5,-3935.5,548.486
5240.5,-3934.5,548.485
5240.5,-3933.5,548.468
5239.5,-3938.5,548.456
5239.5,-3937.5,548.436
5239.5,-3936.5,548.417
5239.5,-3935.5,548.409
5239.5,-3934.5,548.405
5238.5,-3938.5,548.502
5238.5,-3937.5,548.439
5238.5,-3936.5,548.388
5238.5,-3935.5,548.363
5238.5,-3934.5,548.344
5237.5,-3938.5,548.494
5237.5,-3937.5,548.445
5237.5,-3936.5,548.397
5237.5,-3935.5,548.349
5231.5,-3940.5,547.809
5230.5,-3938.5,547.766
5227.5,-3940.5,547.598
5226.5,-3941.5,547.597
5228.5,-3939.5,547.625
5225.5,-3941.5,547.72
5224.5,-3942.5,547.867
5223.5,-3942.5,547.951
5222.5,-3942.5,548.158
5222.5,-3941.5,548.139
5221.5,-3941.5,548.152
5221.5,-3940.5,547.945
5237.5,-3934.5,548.182
5239.5,-3933.5,548.367
5241.5,-3932.5,548.469
5243.5,-3931.5,548.383
5229.5,-3934.5,547.743
5226.5,-3940.5,547.588
5226.5,-3939.5,547.608
5227.5,-3939.5,547.542
5223.5,-3941.5,547.815
5223.5,-3939.5,547.875
5224.5,-3941.5,547.775
5224.5,-3940.5,547.789
5224.5,-3939.5,547.801
5225.5,-3940.5,547.695
5225.5,-3939.5,547.693
5223.5,-3940.5,547.851
5222.5,-3940.5,547.892
5222.5,-3939.5,547.944
5221.5,-3939.5,548.007
5241.5,-3931.5,548.47
5241.5,-3930.5,548.523
5240.5,-3932.5,548.377
5240.5,-3931.5,548.448
5240.5,-3930.5,548.535
5239.5,-3932.5,548.384
5239.5,-3931.5,548.444
5239.5,-3930.5,548.505
5237.5,-3933.5,548.224
5237.5,-3932.5,548.321
5237.5,-3931.5,548.376
5237.5,-3930.5,548.413
5238.5,-3933.5,548.342
5238.5,-3932.5,548.38
5238.5,-3931.5,548.421
5238.5,-3930.5,548.466
5236.5,-3934.5,547.994
5236.5,-3933.5,548.099
5236.5,-3932.5,548.217
5236.5,-3931.5,548.298
5234.5,-3932.5,548.046
5235.5,-3933.5,548.018
5235.5,-3932.5,548.126
